+86153,0.84
+449275049,0.49
+8130,0.68
+4928843955,0.40
+449187847,0.48
+8197753,0.75
+449916707,0.58
+64655676,0.40
+34924199,0.39
+1941613,0.05
+61312545,0.43
+861842046,0.94
+61775936,0.35
+64983383,0.70
+3396655,0.29
+1426793,0.09
+61312604,0.39
+82279905,0.86
+82337511,1.01
+4982121410,0.46
+449324966,0.28
+861488244,0.77
+61312802,0.53
+443609982,0.54
+64895790,0.72
+8163,1.05
+61312599,0.45
+82514485,0.67
+3381373,0.35
+1941672,0.04
+8130827,0.67
+1667400,0.06
+4982122262,0.53
+443605871,0.56
+64592927,0.78
+4928841436,0.32
+443602980,0.51
+1426361,0.09
+61413366,0.49
+1888,0.05
+33633,0.24
+1476748,0.06
+34668244,0.39
+1476440,0.05
+34747642,0.27
+34668711,0.38
+82417444,0.76
+1476929,0.05
+3363328,0.23
+1432323,0.03
+64983608,0.70
+1943626,0.03
+34668454,0.42
+1888417,0.05
+82279858,0.95
+4982129342,0.57
+1943644,0.03
+64655862,0.35
+449188535,0.48
+82417093,0.55
+34654,0.43
+34924912,0.40
+64592131,0.85
+861849977,1.28
+64655,0.44
+82273760,0.99
+861486802,0.72
+1656752,0.09
+8163975,1.02
+4920595288,0.40
+3381330,0.28
+1667572,0.06
+861535619,0.87
+64895290,0.70
+1656715,0.10
+449326924,0.32
+86169,0.97
+1497394,0.04
+3363349,0.23
+34747893,0.29
+61312457,0.41
+1582351,0.07
+8197810,0.70
+3391866,0.34
+3381324,0.34
+1497590,0.04
+82462812,0.68
+82511188,0.77
+1497250,0.03
+64895403,0.56
+4928849827,0.37
+443607737,0.49
+1432866,0.03
+1426399,0.10
+3363393,0.22
+61431621,0.44
+33966,0.33
+449189644,0.41
+34714901,0.44
+34747997,0.26
+61268656,0.79
+861653223,1.06
+64895746,0.68
+1850996,0.09
+492389931,0.47
+1943,0.02
+1432,0.03
+1497817,0.03
+82279318,1.05
+1656803,0.10
+8197320,0.67
+1497399,0.02
+34668952,0.36
+34747967,0.24
+34747414,0.22
+861535065,0.77
+61775467,0.40
+64983363,0.85
+64655310,0.52
+61413280,0.60
+449325863,0.34
+861481496,0.56
+64983701,0.87
+443607182,0.45
+64895,0.67
+1412376,0.09
+1497,0.03
+64983985,0.87
+82416962,0.48
+61431371,0.57
+443608010,0.56
+4923899655,0.33
+61775,0.41
+44991,0.54
+4982121858,0.47
+861485887,0.55
+8197387,0.63
+861694509,1.07
+34924691,0.37
+61312,0.48
+8198732,0.89
+861656551,0.85
+1943518,0.02
+82467403,0.56
+861841699,1.22
+61775600,0.47
+1432983,0.03
+1656365,0.10
+1656202,0.09
+34747660,0.26
+1656967,0.10
+861652128,0.85
+64592685,0.89
+8163717,1.06
+4920598408,0.44
+4928842075,0.40
+34668868,0.36
+1329957,0.05
+4982121037,0.54
